0.034214,218,0.95297,108.56,0.22117
0.033058,241,0.95286,82.827,0.32428
0.025324,245,0.96353,48.178,0.16127
0.035764,372,0.98178,111.58,0.20508
0.027464,681,0.99294,72.028,0.27779
0.036055,236,0.96874,84.659,0.26384
0.034263,62,0.87149,83.923,0.25545
0.031426,260,0.95782,58.837,0.30814
0.028187,210,0.97857,72.046,0.27964
0.027698,64,0.98434,71.12,0.28345
0.036287,105,0.98513,61.119,0.2316
0.030337,566,0.86127,71.125,0.19268
0.022442,443,0.76681,93.749,0.31468
0.019019,335,0.99314,63.427,0.23041
0.032642,116,0.96912,47.078,0.26727
0.030211,161,0.79398,54.005,0.27951
0.029853,136,0.89066,69.105,0.13916
0.034396,430,0.96486,68.396,0.33126
0.028772,90,0.84528,92.903,0.19398
0.032905,333,0.97823,95.046,0.23894
0.039534,96,0.9584,119.66,0.2784
0.014668,50,0.92363,74.659,0.145
0.026155,306,0.86521,88.834,0.25811
0.031133,381,0.93131,71.417,0.28898
0.02906,216,0.95475,57.655,0.28167
0.029872,417,0.90558,76.973,0.20876
0.020127,54,0.95748,102.06,0.25151
0.025385,51,0.90241,87.981,0.15498
0.039312,62,0.97741,127.41,0.12325
0.024395,312,0.56007,99.247,0.30796
0.042769,68,0.98749,41.456,0.32454
0.013584,70,0.79156,76.182,0.28204
0.036464,99,0.86234,94.077,0.22325
0.023606,45,0.95388,98.725,0.28302
0.032085,101,0.84996,117.77,0.25347
0.021671,62,0.87546,73.733,0.31833
0.029668,136,0.98029,73.565,0.25307
0.024096,68,0.94994,100.56,0.23097
0.030707,146,0.94615,103.57,0.29365
0.026142,43,0.77871,101.47,0.27212
0.029593,412,0.94775,75.594,0.32622
0.026392,380,0.90349,114.64,0.24725
0.025779,388,0.97364,76.884,0.2936
0.021703,145,0.99114,95.121,0.27765
0.031702,500,0.95636,66.87,0.25699
0.034913,292,0.97679,87.662,0.27799
0.036592,401,0.9877,123.79,0.27492
0.022274,514,0.84982,129.41,0.30094
0.030119,187,0.92142,76.131,0.30621
0.028394,417,0.97263,49.321,0.2953
