0.034214,218,0.95297,108.56,0.22117
0.033058,241,0.95286,82.827,0.32428
0.035764,372,0.98178,111.58,0.20508
0.027217,347,0.95668,49.856,0.28802
0.02257,219,0.94073,70.531,0.28228
0.034263,62,0.87149,83.923,0.25545
0.031498,211,0.98406,120.77,0.3144
0.031426,260,0.95782,58.837,0.30814
0.034836,254,0.96253,82.106,0.29946
0.028187,210,0.97857,72.046,0.27964
0.027698,64,0.98434,71.12,0.28345
0.036287,105,0.98513,61.119,0.2316
0.022442,443,0.76681,93.749,0.31468
0.035932,195,0.95664,119.15,0.13604
0.04317,114,0.97475,61.817,0.28806
0.019019,335,0.99314,63.427,0.23041
0.032642,116,0.96912,47.078,0.26727
0.030211,161,0.79398,54.005,0.27951
0.026855,231,0.91649,97.723,0.30557
0.029853,136,0.89066,69.105,0.13916
0.034396,430,0.96486,68.396,0.33126
0.03068,149,0.86363,84.424,0.27796
0.032905,333,0.97823,95.046,0.23894
0.039534,96,0.9584,119.66,0.2784
0.026155,306,0.86521,88.834,0.25811
0.029872,417,0.90558,76.973,0.20876
0.025385,51,0.90241,87.981,0.15498
0.039312,62,0.97741,127.41,0.12325
0.042769,68,0.98749,41.456,0.32454
0.036464,99,0.86234,94.077,0.22325
0.023606,45,0.95388,98.725,0.28302
0.025441,124,0.9659,115.77,0.31228
0.014172,36,0.92974,112,0.22616
0.021671,62,0.87546,73.733,0.31833
0.024096,68,0.94994,100.56,0.23097
0.014551,107,0.93337,118.25,0.14475
0.03146,156,0.70024,134.74,0.20985
0.030707,146,0.94615,103.57,0.29365
0.026041,84,0.96187,83.9,0.28859
0.026142,43,0.77871,101.47,0.27212
0.029593,412,0.94775,75.594,0.32622
0.025779,388,0.97364,76.884,0.2936
0.041192,372,0.95981,117.51,0.24106
0.036971,240,0.96005,90.078,0.015547
0.021703,145,0.99114,95.121,0.27765
0.032028,295,0.89122,80.045,0.33625
0.029152,399,0.98813,84.895,0.3006
0.034913,292,0.97679,87.662,0.27799
0.036592,401,0.9877,123.79,0.27492
0.030119,187,0.92142,76.131,0.30621
